0,-0.31514,-0.013504,0.1398,-20.797,-40.946,8.2958,12.785,-0.023474,-0.0012248,0.00095481,0,-0.12723,0.017928,-0.13175,45.123,-45.887,-5.3413,19.194,-0.020539,-0.0043927,0.010841,0
0.017,-0.46149,-0.021216,0.23634,-71.266,6.8961,2.795,14.714,-0.035521,-0.0020822,-0.00096077,0.00040002,-0.26282,0.021024,-0.16804,77.464,3.4746,-3.7697,28.507,-0.024442,-0.0068363,0.022149,0.00082437
0.046,-0.59267,-0.027943,0.33635,-71.266,6.8961,2.7263,16.523,-0.04089,-0.002697,-0.0024816,0.00096143,-0.40991,0.023446,-0.19956,77.464,3.4746,-3.7697,37.047,-0.019373,-0.0074799,0.030861,0.0021095
0.062,-0.6897,-0.032373,0.42679,-71.266,6.8961,2.7263,18.105,-0.048435,-0.0034211,-0.00094044,0.0013601,-0.54633,0.025486,-0.22481,77.464,3.4746,-3.7697,44.233,-0.017336,-0.0076627,0.037124,0.0031745
0.099,-0.73925,-0.03352,0.49543,-71.266,6.8961,2.7263,19.394,-0.062778,-0.0044454,0.0039509,0.0027898,-0.64954,0.027674,-0.24424,77.464,3.4746,-3.7697,49.676,-0.023776,-0.008422,0.043006,0.00519
0.115,-0.73702,-0.030975,0.53353,-71.266,6.8961,2.7263,20.367,-0.078773,-0.0054882,0.010702,0.0032987,-0.70179,0.030637,-0.26004,77.838,3.6861,-3.463,53.224,-0.033091,-0.0091305,0.048109,0.0064059
0.151,-0.68816,-0.024999,0.53766,-71.266,6.8961,2.7263,21.043,-0.091493,-0.0062969,0.017683,0.0056078,-0.69475,0.034902,-0.27558,78.212,3.8977,-3.1562,54.976,-0.040354,-0.0092745,0.051732,0.0088235
0.169,-0.6059,-0.016499,0.51046,-71.894,7.5244,2.8233,21.473,-0.10171,-0.0069233,0.023681,0.0066704,-0.63178,0.040712,-0.29445,78.212,3.8977,-3.1562,55.244,-0.046249,-0.0094032,0.0552,0.010298
0.199,-0.50802,-0.0068341,0.45996,-72.522,8.1526,2.9203,21.738,-0.11071,-0.007394,0.02836,0.0091812,-0.52787,0.047914,-0.31946,78.212,3.8977,-3.1562,54.473,-0.051254,-0.0097276,0.058792,0.012684
0.216,-0.4125,0.0025191,0.39769,-72.522,8.1526,2.9203,21.915,-0.1175,-0.0075865,0.032275,0.010435,-0.40643,0.055908,-0.35198,78.212,3.8977,-3.1562,53.155,-0.053649,-0.0096276,0.060422,0.014213
0.252,-0.33335,0.010269,0.33604,-72.522,8.1526,2.9203,22.071,-0.12184,-0.0075193,0.035471,0.014096,-0.29403,0.063772,-0.3916,78.212,3.8977,-3.1562,51.739,-0.053035,-0.0089835,0.059709,0.017178
0.269,-0.27747,0.015595,0.28566,-72.522,8.1526,2.9203,22.249,-0.12477,-0.0073715,0.036999,0.015538,-0.21437,0.070485,-0.43619,78.212,3.8977,-3.1562,50.568,-0.050539,-0.0084148,0.058868,0.018687
0.299,-0.24397,0.018301,0.25323,-72.522,8.1526,2.9203,22.457,-0.12661,-0.0071868,0.036821,0.018674,-0.18265,0.075186,-0.48242,78.212,3.8977,-3.1562,49.839,-0.046837,-0.0079986,0.057941,0.021069
