0,2.4265,-0.28498,0.35281,63.322,-43.553,10.559,5.7505,0.056807,0.046201,0.0067001,0,0.053894,-0.10709,-0.21389,-23.894,-46.162,-3.3619,-9.2698,-0.057036,-0.033449,0.019497,0
0.017,3.4053,-0.32999,0.44755,8.7819,-1.0794,2.6513,5.9349,-0.007817,0.030532,-0.0052626,0.007625,0.031108,-0.19196,-0.28072,11.062,1.8428,3.5013,-6.5224,-0.092977,-0.037974,0.02558,0.00096346
0.048,4.3918,-0.28891,0.53586,8.2177,-1.0099,0.79283,6.1646,-0.12806,-0.024896,-0.026298,0.018348,-0.029439,-0.30312,-0.32027,12.224,1.8428,3.5013,-3.2288,-0.11007,-0.023805,0.020739,0.001945
0.065,5.3137,-0.13562,0.61584,7.6534,-0.94034,-1.0656,6.4229,-0.23092,-0.082048,-0.045363,0.029538,-0.12717,-0.43819,-0.31738,12.511,1.8855,3.5013,0.68583,-0.12378,-0.0092606,0.013419,0.0024667
0.095,6.1131,0.13923,0.68888,6.485,-0.85399,-2.3876,6.6905,-0.28133,-0.11877,-0.057634,0.045236,-0.24963,-0.59092,-0.26279,12.797,1.9138,3.5013,5.2788,-0.14778,-0.0060119,0.010201,0.0044273
0.111,6.7544,0.52435,0.75749,5.3165,-0.76763,-3.7096,6.9454,-0.29517,-0.1439,-0.065871,0.058138,-0.37145,-0.75104,-0.15697,13.644,1.9138,3.5013,10.563,-0.17678,-0.009287,0.009346,0.0051231
0.147,7.2278,0.9888,0.8234,4.4255,-0.76763,-4.648,7.1687,-0.29692,-0.16634,-0.072916,0.077858,-0.46001,-0.90531,-0.01032,14.49,1.8855,2.5525,16.495,-0.20378,-0.013046,0.0087742,0.0096832
0.165,7.5478,1.4878,0.88637,3.5346,-0.76763,-5.5864,7.3455,-0.29467,-0.17905,-0.078501,0.091311,-0.48143,-1.0392,0.15682,14.962,1.8428,1.9697,22.965,-0.2315,-0.018983,0.011117,0.011474
0.194,7.7471,1.9718,0.94397,2.6307,-0.75139,-6.5189,7.4704,-0.28205,-0.1741,-0.081399,0.10826,-0.40899,-1.1392,0.31762,15.433,1.8001,1.3869,29.821,-0.26102,-0.029783,0.018904,0.016407
0.212,7.8707,2.3962,0.99176,1.7269,-0.73516,-7.4515,7.5359,-0.24995,-0.15351,-0.081085,0.12127,-0.23473,-1.1956,0.44618,15.433,1.5234,0.74212,36.903,-0.28657,-0.044247,0.030954,0.019186
0.248,7.9682,2.729,1.0245,0.36207,-0.28426,-7.989,7.5472,-0.20261,-0.12366,-0.078256,0.13801,0.026935,-1.2042,0.52222,15.433,1.2466,0.097295,44.104,-0.30519,-0.059853,0.044763,0.02772
0.266,8.0877,2.9554,1.0382,-1.0027,0.16665,-8.5265,7.5012,-0.15707,-0.089582,-0.074845,0.14881,0.34145,-1.1677,0.53522,15.433,1.1836,-0.52217,51.449,-0.31854,-0.074453,0.058699,0.031353
0.295,8.2672,3.0771,1.032,-2.9786,0.64357,-8.5265,7.4079,-0.11654,-0.052919,-0.072063,0.16056,0.65942,-1.0948,0.48718,15.433,1.1206,-1.1416,59.154,-0.32504,-0.08665,0.071746,0.038854
0.313,8.5282,3.1084,1.0106,-4.9545,1.1205,-8.5265,7.2766,-0.059519,-0.011098,-0.068529,0.16958,0.92847,-0.99874,0.39045,14.212,0.52105,-1.1443,67.662,-0.3213,-0.097304,0.083236,0.042904
0.35,8.8699,3.0697,0.98269,-5.7021,1.8681,-8.5265,7.1281,0.029008,0.037182,-0.062529,0.17746,1.1065,-0.89434,0.26384,12.992,-0.078473,-1.147,77.657,-0.30981,-0.10792,0.092468,0.053297
0.367,9.264,2.9815,0.96124,-6.4498,2.6157,-8.5265,6.9812,0.13134,0.084875,-0.055689,0.1831,1.1722,-0.79505,0.12793,12.713,-0.24833,-2.056,89.988,-0.29718,-0.11683,0.098209,0.056965
0.398,9.6546,2.8603,0.9612,-7.4452,2.8592,-7.6555,6.8649,0.22057,0.12235,-0.051461,0.18685,1.1302,-0.7104,-0.00066404,12.435,-0.41819,-2.9649,105.61,-0.28689,-0.12101,0.099868,0.065043
0.415,9.963,2.7171,0.99571,-8.4406,3.1027,-6.7845,6.7925,0.29916,0.15021,-0.049409,0.19,1.0108,-0.64472,-0.11223,11.498,-0.60089,-3.8215,125.41,-0.27907,-0.12131,0.09845,0.068523
0.444,10.1,2.5582,1.0748,-8.8066,3.4226,-6.1777,6.7735,0.3961,0.17825,-0.044042,0.19581,0.86024,-0.5972,-0.20513,10.561,-0.7836,-4.6781,150.13,-0.27342,-0.12174,0.094813,0.075605
