0,0.00032545,-0.036275,0.0097393,-42.543,-42.818,3.1931,58.944,0.011415,-0.0038156,-0.030668,0,0.048317,0.016739,0.047276,-26.487,-41.05,2.7427,-14.724,-0.067232,0.034896,-0.052618,0
0.033,0.013065,-0.046566,0.0037416,-46.895,0.93633,3.1931,71.371,0.016735,-0.0035856,-0.044314,0.0014366,0.03421,0.024441,0.057685,-75.225,-0.64694,2.7427,-14.165,-0.099528,0.051073,-0.077362,0.0040011
0.053,0.025911,-0.054536,-0.0067207,-47.817,0.93633,3.4844,82.436,0.017231,-0.0007492,-0.044553,0.0023556,0.0080556,0.031906,0.065923,-75.225,-0.64694,2.7427,-13.675,-0.10363,0.052209,-0.079443,0.0066008
0.079,0.035517,-0.059267,-0.02102,-48.739,0.93633,3.7757,91.466,0.017034,0.0020702,-0.042573,0.0035859,-0.026355,0.038296,0.071589,-75.225,-0.64694,2.7427,-13.28,-0.10289,0.050655,-0.077018,0.010169
0.099,0.038855,-0.06052,-0.037636,-48.739,0.93633,3.7757,98.061,0.018921,0.0036142,-0.046001,0.0045843,-0.062166,0.042896,0.074591,-75.225,-0.36076,2.7485,-13.001,-0.11378,0.054999,-0.082808,0.013077
0.131,0.034144,-0.058804,-0.054419,-48.739,0.93633,3.7757,102.14,0.021,0.0049207,-0.050375,0.0062417,-0.09058,0.04526,0.075078,-75.225,-0.074571,2.7542,-12.84,-0.12655,0.060149,-0.08922,0.017989
0.151,0.021541,-0.055241,-0.069016,-48.739,0.93633,3.7757,103.91,0.021566,0.0066747,-0.051886,0.0073446,-0.10263,0.045278,0.073175,-75.225,-0.074571,2.7542,-12.79,-0.13257,0.061659,-0.089829,0.021222
0.184,0.003275,-0.051289,-0.079409,-48.739,0.93633,3.7757,103.83,0.021753,0.0083182,-0.053778,0.0092401,-0.091284,0.04317,0.068936,-75.225,-0.074571,2.7542,-12.833,-0.13873,0.063246,-0.090613,0.026848
0.205,-0.016863,-0.048366,-0.084365,-48.739,0.93633,3.7757,102.47,0.022302,0.0096474,-0.057822,0.010515,-0.053272,0.039466,0.062419,-75.225,-0.074571,2.7542,-12.951,-0.14888,0.067162,-0.095256,0.030576
0.23,-0.034469,-0.047517,-0.083765,-48.739,0.93633,3.7757,100.46,0.022111,0.011115,-0.061098,0.01209,0.0099317,0.034902,0.053819,-75.225,-0.074571,2.7542,-13.118,-0.15603,0.070204,-0.098934,0.035192
0.251,-0.045723,-0.049182,-0.078631,-48.739,0.93633,3.7757,98.342,0.02083,0.012645,-0.06273,0.013461,0.091904,0.030273,0.043803,-75.225,-0.074571,2.7542,-13.312,-0.15746,0.071312,-0.099863,0.039168
