0,0.069556,0.019209,0.022514,13.414,-44.898,0.11606,78.396,0.036224,-0.0035716,0.0090301,0,0.18394,-0.022294,0.036635,56.919,-40.696,-4.543,20.247,0.02402,0.011448,0.028257,0
0.035,0.12441,0.019716,0.038502,93.729,1.4213,1.9773,95.581,0.05269,-0.0058877,0.012245,0.00097426,0.23698,-0.027392,0.028702,73.791,7.1216,-4.9794,28.394,0.03592,0.016543,0.038339,0.001541
0.053,0.18609,0.018074,0.059134,93.729,1.4213,1.9773,111,0.054224,-0.0070228,0.011348,0.0012157,0.27469,-0.030438,0.011832,73.791,7.1216,-5.3472,35.336,0.03815,0.016542,0.034272,0.0023149
0.084,0.24727,0.014764,0.082868,93.729,1.4213,1.9773,123.74,0.054222,-0.0078436,0.010299,0.0021991,0.29478,-0.031001,-0.012014,73.791,7.1216,-5.3472,40.612,0.038862,0.015579,0.027588,0.0036133
0.101,0.29973,0.010769,0.10682,93.729,1.4213,1.9773,133.2,0.061421,-0.009142,0.01146,0.0025346,0.30037,-0.029195,-0.038638,74.197,7.1216,-5.3472,43.987,0.043589,0.016527,0.025571,0.0042646
0.13,0.33618,0.0073633,0.12705,93.729,1.4213,1.9773,139.23,0.070316,-0.010548,0.013293,0.0037403,0.29925,-0.025688,-0.062171,74.969,7.1396,-5.3472,45.486,0.048916,0.017711,0.023391,0.0054346
0.147,0.3519,0.0057955,0.13928,93.729,1.4213,1.9773,142.06,0.076483,-0.01161,0.014681,0.0042908,0.30138,-0.021561,-0.076135,75.336,7.1396,-5.3472,45.371,0.052268,0.017676,0.017438,0.0060128
0.183,0.34591,0.0069539,0.13982,93.729,1.4213,1.9773,142.22,0.083704,-0.012561,0.01665,0.0065176,0.3153,-0.018051,-0.075011,75.336,7.1383,-5.3834,44.05,0.056602,0.017703,0.01155,0.0076323
0.2,0.32135,0.011102,0.12659,93.729,1.4213,1.9773,140.44,0.093484,-0.013584,0.019336,0.0073573,0.34507,-0.016248,-0.055329,75.336,7.1369,-5.4196,42.009,0.063548,0.018583,0.0081164,0.008223
0.236,0.28464,0.017766,0.099886,93.729,1.4213,1.9773,137.5,0.10152,-0.014366,0.021208,0.010172,0.38825,-0.01682,-0.016549,75.738,7.1203,-5.4196,39.71,0.070855,0.019226,0.0047858,0.010147
0.254,0.24399,0.025828,0.062668,93.676,1.4213,2.0602,134.14,0.10635,-0.014737,0.021666,0.011369,0.43586,-0.019839,0.038829,76.14,7.1037,-5.4196,37.517,0.077697,0.019192,0.001184,0.010973
0.284,0.20729,0.033789,0.020154,93.624,1.4213,2.143,130.92,0.11094,-0.014932,0.02144,0.013966,0.47467,-0.024761,0.10573,76.76,7.1203,-5.4746,35.682,0.085683,0.019327,-9.35e-05,0.012901
0.302,0.18021,0.040116,-0.021011,93.624,1.7421,2.143,128.23,0.11586,-0.015048,0.020609,0.015329,0.49082,-0.03057,0.17763,77.381,7.1369,-5.5296,34.315,0.094707,0.019729,0.001111,0.01399
0.331,0.16474,0.043639,-0.054252,93.624,2.063,2.143,126.23,0.11921,-0.014914,0.018601,0.018034,0.47397,-0.036025,0.24772,78.149,7.1369,-5.565,33.428,0.10311,0.019639,0.00304,0.016304
